pl_name,hostname,pl_rade,pl_masse,pl_orbper,pl_eqt,st_spectype,st_teff,disc_pubdate,pl_orbsmax
"Kepler-6 b","Kepler-6",13.380,,3.23469931,,,5690.00,"2010-04",
"Kepler-6 b","Kepler-6",13.316,,3.23469440,1.37457422722e+03,,5613.00,"2010-04",
"Kepler-6 b","Kepler-6",14.617,212.31044,3.23469960,1.46000000000e+03,,5647.00,"2010-04",0.048520
"Kepler-6 b","Kepler-6",13.410,,3.23469931,1.35500000000e+03,,5640.00,"2010-04",0.043500
"Kepler-6 b","Kepler-6",13.410,,3.23469931,1.35500000000e+03,,5640.00,"2010-04",0.043500
"Kepler-6 b","Kepler-6",12.902,,,,,5660.00,"2010-04",
"Kepler-6 b","Kepler-6",,,3.23469930,,,5647.00,"2010-04",
"Kepler-6 b","Kepler-6",,,3.23469928,,,5613.00,"2010-04",
"Kepler-6 b","Kepler-6",13.103,201.18639,3.23470200,1.45100000000e+03,,5647.00,"2010-04",0.044380
"Kepler-6 b","Kepler-6",13.103,205.63601,3.23469940,,,5647.00,"2010-04",0.044480
"Kepler-6 b","Kepler-6",13.060,,3.23469928,1.35600000000e+03,,5640.00,"2010-04",0.043500
"Kepler-6 b","Kepler-6",13.101,,3.23469931,,,5660.00,"2010-04",0.044080
"Kepler-6 b","Kepler-6",,,3.23469918,,,5613.00,"2010-04",
"Kepler-6 b","Kepler-6",,,3.23469940,,,5613.00,"2010-04",
"Kepler-6 b","Kepler-6",14.830,212.61900,3.23472300,1.50000000000e+03,,5647.00,"2010-04",0.045670
"Kepler-6 b","Kepler-6",13.410,,3.23469931,1.35500000000e+03,,5640.00,"2010-04",0.043500
"Kepler-6 b","Kepler-6",11.070,,3.23469955,1.26000000000e+03,,5826.00,"2010-04",0.045000
"Kepler-6 b","Kepler-6",,,3.23469900,,,5647.00,"2010-04",
"Kepler-491 b","Kepler-491",10.000,,4.22538460,1.15700000000e+03,,5541.00,"2016-05",0.052000
"Kepler-491 b","Kepler-491",9.160,,4.22538451,1.11800000000e+03,,5649.00,"2016-05",0.052400
"Kepler-491 b","Kepler-491",9.160,,4.22538451,1.11800000000e+03,,5649.00,"2016-05",0.052400
"Kepler-491 b","Kepler-491",,,4.22538411,,,5501.00,"2016-05",
"Kepler-491 b","Kepler-491",9.160,,4.22538451,1.11800000000e+03,,5649.00,"2016-05",0.052400
"Kepler-491 b","Kepler-491",8.920,,4.22538451,,,5582.00,"2016-05",
"Kepler-491 b","Kepler-491",8.547,,4.22538451,,,5522.00,"2016-05",0.051910
"Kepler-491 b","Kepler-491",8.889,,4.22534983,1.09703862802e+03,,5501.00,"2016-05",
"Kepler-491 b","Kepler-491",8.523,,,,,5522.00,"2016-05",
"Kepler-491 b","Kepler-491",,,4.22538454,,,5501.00,"2016-05",
"Kepler-491 b","Kepler-491",9.000,,4.22538454,1.11100000000e+03,,5574.00,"2016-05",0.051600
"Kepler-257 b","Kepler-257",2.740,,2.38265287,1.23700000000e+03,,5188.00,"2014-03",0.033300
"Kepler-257 b","Kepler-257",2.670,,2.38265217,1.23700000000e+03,,5188.00,"2014-03",0.033300
"Kepler-257 b","Kepler-257",,,2.38265264,,,4972.00,"2014-03",
"Kepler-257 b","Kepler-257",2.201,,2.38265217,,,5118.00,"2014-03",0.033910
"Kepler-257 b","Kepler-257",,,2.38265287,,,4972.00,"2014-03",
"Kepler-257 b","Kepler-257",2.610,,2.38266700,,,5180.00,"2014-03",0.034000
"Kepler-257 b","Kepler-257",,,2.38264321,,,4972.00,"2014-03",
"Kepler-257 b","Kepler-257",2.670,,2.38265217,1.23700000000e+03,,5188.00,"2014-03",0.033300
"Kepler-257 b","Kepler-257",2.000,,2.38266600,1.07900000000e+03,,5058.00,"2014-03",0.032000
"Kepler-257 b","Kepler-257",2.670,,2.38265217,1.23700000000e+03,,5188.00,"2014-03",0.033300
"Kepler-257 b","Kepler-257",2.220,,2.38265217,,,5209.00,"2014-03",
"Kepler-216 b","Kepler-216",2.120,,7.69363627,1.06900000000e+03,,6086.00,"2014-03",0.076700
"Kepler-216 b","Kepler-216",1.910,,7.69364042,1.00300000000e+03,,6277.00,"2014-03",0.078500
"Kepler-216 b","Kepler-216",2.350,,7.69364100,,,6091.00,"2014-03",0.079000
"Kepler-216 b","Kepler-216",,,7.69362068,,,6093.45,"2014-03",
"Kepler-216 b","Kepler-216",,,7.69363627,,,6093.45,"2014-03",
"Kepler-216 b","Kepler-216",,,7.69357196,,,6093.45,"2014-03",
"Kepler-216 b","Kepler-216",2.230,,7.69364042,,,6142.00,"2014-03",
"Kepler-216 b","Kepler-216",1.960,,7.69349100,1.00800000000e+03,,6278.00,"2014-03",0.079000
"Kepler-216 b","Kepler-216",1.910,,7.69364042,1.00300000000e+03,,6277.00,"2014-03",0.078500
"Kepler-216 b","Kepler-216",2.867,,7.69364042,,,6119.00,"2014-03",0.079400
"Kepler-216 b","Kepler-216",1.910,,7.69364042,1.00300000000e+03,,6277.00,"2014-03",0.078500
"Kepler-216 b","Kepler-216",2.765,,,,,6119.00,"2014-03",
"Kepler-32 c","Kepler-32",2.370,,8.75210645,,,3903.00,"2012-05",
"Kepler-32 c","Kepler-32",2.000,158.90000,8.75220000,,,3900.00,"2012-05",0.090000
"Kepler-32 c","Kepler-32",2.000,,8.75220000,4.70000000000e+02,"M1 V",3793.00,"2012-05",0.067000
"Kepler-32 c","Kepler-32",1.830,,8.75209691,4.51000000000e+02,,3731.00,"2012-05",0.066400
"Kepler-32 c","Kepler-32",,,8.75209691,,,3791.00,"2012-05",
"Kepler-32 c","Kepler-32",1.980,,8.75208025,,,3791.00,"2012-05",
"Kepler-32 c","Kepler-32",2.020,7.70000,8.75200000,,,,"2012-05",
"Kepler-32 c","Kepler-32",,,8.75208271,,,3791.00,"2012-05",
"Kepler-32 c","Kepler-32",2.112,,,,,3731.00,"2012-05",
"Kepler-32 c","Kepler-32",2.080,,8.75245953,4.49000000000e+02,"M1 V",3727.00,"2012-05",0.066990
"Kepler-32 c","Kepler-32",2.200,,8.75210645,4.49000000000e+02,,3727.00,"2012-05",0.066900
"Kepler-32 c","Kepler-32",1.940,,8.75200000,,,3787.00,"2012-05",
"Kepler-32 c","Kepler-32",2.200,,8.75210645,4.49000000000e+02,,3727.00,"2012-05",0.066900
"Kepler-32 c","Kepler-32",2.200,,8.75210645,4.49000000000e+02,,3727.00,"2012-05",0.066900
"Kepler-32 c","Kepler-32",1.990,,8.75216700,4.97000000000e+02,,4061.00,"2012-05",0.068000
"Kepler-32 c","Kepler-32",2.021,,,,,3801.00,"2012-05",
"Kepler-259 c","Kepler-259",2.760,,36.92495310,,,5578.00,"2014-03",
"Kepler-259 c","Kepler-259",2.710,,36.92495310,5.30000000000e+02,,5926.00,"2014-03",0.215500
"Kepler-259 c","Kepler-259",2.710,,36.92495310,5.30000000000e+02,,5926.00,"2014-03",0.215500
"Kepler-259 c","Kepler-259",,,36.92514966,,,5613.00,"2014-03",
"Kepler-259 c","Kepler-259",2.700,,36.92493100,,,5938.00,"2014-03",0.217000
"Kepler-259 c","Kepler-259",,,36.92504090,,,5613.00,"2014-03",
"Kepler-259 c","Kepler-259",3.010,,36.92504090,5.30000000000e+02,,5926.00,"2014-03",0.215500
"Kepler-259 c","Kepler-259",2.741,,36.92495310,,,5511.00,"2014-03",0.206990
"Kepler-259 c","Kepler-259",3.100,,36.92564000,5.35000000000e+02,,5931.00,"2014-03",0.218000
"Kepler-259 c","Kepler-259",3.120,,,,,5511.00,"2014-03",
"Kepler-259 c","Kepler-259",,,36.92515874,,,5613.00,"2014-03",
"Kepler-259 c","Kepler-259",2.710,,36.92495310,5.30000000000e+02,,5926.00,"2014-03",0.215500
"Kepler-148 c","Kepler-148",3.600,,4.18004300,,,5272.00,"2014-03",0.050000
"Kepler-148 c","Kepler-148",3.460,,4.18004955,,,5172.00,"2014-03",
"Kepler-148 c","Kepler-148",3.339,,,,,5225.00,"2014-03",
"Kepler-148 c","Kepler-148",,,4.18010570,,,5019.00,"2014-03",
"Kepler-148 c","Kepler-148",3.550,,4.18004955,9.62000000000e+02,,5271.00,"2014-03",0.049000
"Kepler-148 c","Kepler-148",3.550,,4.18004955,9.62000000000e+02,,5271.00,"2014-03",0.049000
"Kepler-148 c","Kepler-148",3.100,,4.18006590,9.29000000000e+02,,5187.00,"2014-03",0.047000
"Kepler-148 c","Kepler-148",3.440,,4.18004808,9.57000000000e+02,,5227.00,"2014-03",0.048700
"Kepler-148 c","Kepler-148",3.550,,4.18004955,9.62000000000e+02,,5271.00,"2014-03",0.049000
"Kepler-148 c","Kepler-148",,,4.18004808,,,5019.00,"2014-03",
"Kepler-148 c","Kepler-148",,,4.18004979,,,5019.00,"2014-03",
"Kepler-222 d","Kepler-222",3.750,,28.08194365,5.22000000000e+02,,5431.00,"2014-03",0.177700
"Kepler-222 d","Kepler-222",,,28.08185982,,,5154.00,"2014-03",
"Kepler-222 d","Kepler-222",,,28.08193595,,,5154.00,"2014-03",
"Kepler-222 d","Kepler-222",3.750,,28.08194365,5.22000000000e+02,,5431.00,"2014-03",0.177700
"Kepler-222 d","Kepler-222",3.690,,28.08191200,,,5433.00,"2014-03",0.180000
"Kepler-222 d","Kepler-222",3.300,,28.08209000,4.94000000000e+02,,5342.00,"2014-03",0.172000
"Kepler-222 d","Kepler-222",,,28.08196251,,,5154.00,"2014-03",
"Kepler-222 d","Kepler-222",3.513,,,,,5315.00,"2014-03",
"Kepler-222 d","Kepler-222",3.563,,28.08194365,,,5315.00,"2014-03",0.176730
"Kepler-222 d","Kepler-222",3.630,,28.08185982,5.22000000000e+02,,5431.00,"2014-03",0.177700
"Kepler-222 d","Kepler-222",3.750,,28.08194365,5.22000000000e+02,,5431.00,"2014-03",0.177700
"Kepler-222 d","Kepler-222",3.740,,28.08194365,,,5295.00,"2014-03",
"Kepler-29 c","Kepler-29",3.140,4.00000,13.28840000,,,5701.00,"2012-05",
"Kepler-29 c","Kepler-29",1023.268,,13.28689074,,,5378.00,"2012-05",0.100270
"Kepler-29 c","Kepler-29",,,13.28689997,,,5358.15,"2012-05",
"Kepler-29 c","Kepler-29",3.500,,13.28992000,7.59000000000e+02,,5966.00,"2012-05",0.111000
"Kepler-29 c","Kepler-29",2.780,,13.28689997,7.15000000000e+02,,5730.00,"2012-05",0.108700
"Kepler-29 c","Kepler-29",2.390,,,,,5378.00,"2012-05",
"Kepler-29 c","Kepler-29",,,13.28689074,,,5358.15,"2012-05",
"Kepler-29 c","Kepler-29",,,13.28706214,,,5358.15,"2012-05",
"Kepler-29 c","Kepler-29",1226.400,,13.28689074,7.14000000000e+02,,5716.00,"2012-05",0.108800
"Kepler-29 c","Kepler-29",2.340,4.50000,13.28613000,,,5378.00,"2012-05",
"Kepler-29 c","Kepler-29",1226.400,,13.28689074,7.14000000000e+02,,5716.00,"2012-05",0.108800
"Kepler-29 c","Kepler-29",1226.400,,13.28689074,7.14000000000e+02,,5716.00,"2012-05",0.108800
"Kepler-29 c","Kepler-29",2.900,95.30000,13.29070000,,,5750.00,"2012-05",0.110000
"Kepler-179 b","Kepler-179",1.580,,2.73590337,1.07200000000e+03,,5294.00,"2014-03",0.036100
"Kepler-179 b","Kepler-179",1.560,,2.73590007,1.07500000000e+03,,5299.00,"2014-03",0.036200
"Kepler-179 b","Kepler-179",1.708,,2.73590337,,,5257.00,"2014-03",0.036880
"Kepler-179 b","Kepler-179",,,2.73591039,,,5218.43,"2014-03",
"Kepler-179 b","Kepler-179",,,2.73589728,,,5218.43,"2014-03",
"Kepler-179 b","Kepler-179",,,2.73590007,,,5218.43,"2014-03",
"Kepler-179 b","Kepler-179",1.580,,2.73590337,1.07200000000e+03,,5294.00,"2014-03",0.036100
"Kepler-179 b","Kepler-179",1.580,,2.73590337,1.07200000000e+03,,5294.00,"2014-03",0.036100
"Kepler-179 b","Kepler-179",1.800,,2.73590337,,,5475.00,"2014-03",
"Kepler-179 b","Kepler-179",1.640,,2.73592600,,,5302.00,"2014-03",0.036000
"Kepler-179 b","Kepler-179",1.700,,2.73589000,1.05600000000e+03,,5289.00,"2014-03",0.036000
"Kepler-179 b","Kepler-179",1.694,,,,,5257.00,"2014-03",
"Kepler-165 c","Kepler-165",2.230,,15.31299000,,,5211.00,"2014-03",0.110000
"Kepler-165 c","Kepler-165",2.340,,15.31296388,5.81000000000e+02,,5081.00,"2014-03",0.114500
"Kepler-165 c","Kepler-165",2.277,,,,,5100.00,"2014-03",
"Kepler-165 c","Kepler-165",2.250,,15.31297659,,,5108.00,"2014-03",
"Kepler-165 c","Kepler-165",2.240,,15.31297659,6.05000000000e+02,,5208.00,"2014-03",0.108800
"Kepler-165 c","Kepler-165",2.240,,15.31297659,6.05000000000e+02,,5208.00,"2014-03",0.108800
"Kepler-165 c","Kepler-165",2.490,,15.31307000,6.13000000000e+02,,5236.00,"2014-03",0.112000
"Kepler-165 c","Kepler-165",,,15.31296388,,,5155.00,"2014-03",
"Kepler-165 c","Kepler-165",2.186,,15.31297659,,,5100.00,"2014-03",0.109500
"Kepler-165 c","Kepler-165",2.240,,15.31297659,6.05000000000e+02,,5208.00,"2014-03",0.108800
"Kepler-165 c","Kepler-165",,,15.31289808,,,5155.00,"2014-03",
"Kepler-165 c","Kepler-165",,,15.31290900,,,5155.00,"2014-03",
"Kepler-228 c","Kepler-228",,,4.13442899,,,5675.00,"2014-03",
"Kepler-228 c","Kepler-228",2.840,,4.13443005,,,5630.00,"2014-03",
"Kepler-228 c","Kepler-228",3.423,,4.13443005,,,5660.00,"2014-03",0.050530
"Kepler-228 c","Kepler-228",,,4.13447859,,,5675.00,"2014-03",
"Kepler-228 c","Kepler-228",3.268,,,,,5660.00,"2014-03",
"Kepler-228 c","Kepler-228",3.020,,4.13443005,1.16000000000e+03,,6046.00,"2014-03",0.051400
"Kepler-228 c","Kepler-228",3.020,,4.13443005,1.16000000000e+03,,6046.00,"2014-03",0.051400
"Kepler-228 c","Kepler-228",2.770,,4.13443512,1.16000000000e+03,,6046.00,"2014-03",0.051400
"Kepler-228 c","Kepler-228",2.700,,4.13444400,,,6043.00,"2014-03",0.052000
"Kepler-228 c","Kepler-228",2.800,,4.13440300,1.13800000000e+03,,6014.00,"2014-03",0.051000
"Kepler-228 c","Kepler-228",,,4.13443512,,,5675.00,"2014-03",
"Kepler-228 c","Kepler-228",3.020,,4.13443005,1.16000000000e+03,,6046.00,"2014-03",0.051400
"Kepler-20 c","Kepler-20",,,10.85410020,,,5489.00,"2012-04",
"Kepler-20 c","Kepler-20",,,10.85409593,,,5489.00,"2012-04",
"Kepler-20 c","Kepler-20",,,10.85407744,,,5489.00,"2012-04",
"Kepler-20 c","Kepler-20",2.894,11.10000,10.85407740,8.28000000000e+02,,5495.00,"2012-04",0.093600
"Kepler-20 c","Kepler-20",3.040,,10.85409783,,,5569.00,"2012-04",
"Kepler-20 c","Kepler-20",3.030,,10.85409783,7.65000000000e+02,,5465.00,"2012-04",0.091900
"Kepler-20 c","Kepler-20",3.070,16.10000,10.85409200,7.13000000000e+02,,5455.00,"2012-04",0.093000
"Kepler-20 c","Kepler-20",3.170,,10.85408940,7.63000000000e+02,,5443.00,"2012-04",0.093000
"Kepler-20 c","Kepler-20",2.880,,10.85409784,,,,"2012-04",0.094049
"Kepler-20 c","Kepler-20",2.868,,,,,5508.00,"2012-04",
"Kepler-20 c","Kepler-20",3.047,12.75000,10.85409089,7.72000000000e+02,,5495.00,"2012-04",0.094900
"Kepler-20 c","Kepler-20",2.880,,10.85409783,,,5508.00,"2012-04",0.094080
"Kepler-20 c","Kepler-20",3.030,,10.85409783,7.65000000000e+02,,5465.00,"2012-04",0.091900
"Kepler-20 c","Kepler-20",2.990,,10.85409593,7.65000000000e+02,,5465.00,"2012-04",0.091900
"Kepler-20 c","Kepler-20",3.030,,10.85409783,7.65000000000e+02,,5465.00,"2012-04",0.091900
"Kepler-166 d","Kepler-166",1.580,,1.55400393,1.32600000000e+03,,5413.00,"2016-05",0.024600
"Kepler-166 d","Kepler-166",,,1.55400389,,,5230.00,"2016-05",
"Kepler-166 d","Kepler-166",,,1.55400192,,,5230.00,"2016-05",
"Kepler-166 d","Kepler-166",1.730,,1.55400393,,,5350.00,"2016-05",
"Kepler-166 d","Kepler-166",1.602,,1.55400393,,,5175.00,"2016-05",0.024490
"Kepler-166 d","Kepler-166",1.580,,1.55400393,1.32600000000e+03,,5413.00,"2016-05",0.024600
"Kepler-166 d","Kepler-166",1.580,,1.55400393,1.32600000000e+03,,5413.00,"2016-05",0.024600
"Kepler-166 d","Kepler-166",,,1.55399806,,,5230.00,"2016-05",
"Kepler-166 d","Kepler-166",1.667,,,,,5175.00,"2016-05",
"Kepler-166 d","Kepler-166",1.590,,1.55400389,1.31300000000e+03,,5409.00,"2016-05",0.024600
"Kepler-166 d","Kepler-166",1.700,,1.55400100,1.33600000000e+03,,5432.00,"2016-05",0.025000
"Kepler-52 b","Kepler-52",2.210,,7.87735600,5.41000000000e+02,,4222.00,"2013-01",0.065000
"Kepler-52 b","Kepler-52",2.700,,7.87740709,,,4242.00,"2013-01",
"Kepler-52 b","Kepler-52",2.160,,7.87741630,5.53000000000e+02,,4126.00,"2013-01",0.066500
"Kepler-52 b","Kepler-52",,,7.87741630,,,4116.00,"2013-01",
"Kepler-52 b","Kepler-52",2.330,,7.87740709,5.00000000000e+02,,3898.00,"2013-01",0.063900
"Kepler-52 b","Kepler-52",2.400,,7.88000000,,,4163.90,"2013-01",
"Kepler-52 b","Kepler-52",2.516,,,,,4127.00,"2013-01",
"Kepler-52 b","Kepler-52",2.330,,7.87740709,5.00000000000e+02,,3898.00,"2013-01",0.063900
"Kepler-52 b","Kepler-52",,,7.87742645,,,4116.00,"2013-01",
"Kepler-52 b","Kepler-52",2.176,,,,,4127.00,"2013-01",
"Kepler-52 b","Kepler-52",2.100,135.00000,7.87735650,,,4075.00,"2013-01",
"Kepler-52 b","Kepler-52",2.330,,7.87740709,5.00000000000e+02,,3898.00,"2013-01",0.063900
"Kepler-52 b","Kepler-52",2.520,79.60000,7.87700000,,,,"2013-01",
"Kepler-52 b","Kepler-52",1.930,,7.87761021,4.99000000000e+02,"M0 V",3898.00,"2013-01",0.063700
"Kepler-197 d","Kepler-197",1.360,,15.67757000,8.22000000000e+02,,5877.00,"2014-03",0.117000
"Kepler-197 d","Kepler-197",1.420,,15.67750191,8.10000000000e+02,,6003.00,"2014-03",0.118500
"Kepler-197 d","Kepler-197",1.191,,15.67756112,,,,"2014-03",0.116445
"Kepler-197 d","Kepler-197",,,15.67700000,,,,"2014-03",
"Kepler-197 d","Kepler-197",1.150,,15.67756112,,,6180.00,"2014-03",
"Kepler-197 d","Kepler-197",,,15.67770919,,,5963.52,"2014-03",
"Kepler-197 d","Kepler-197",1.191,,15.67756112,,,5945.00,"2014-03",0.116460
"Kepler-197 d","Kepler-197",1.150,,15.67756112,8.11000000000e+02,,6004.00,"2014-03",0.119400
"Kepler-197 d","Kepler-197",1.220,,15.67756300,,,6004.00,"2014-03",0.119000
"Kepler-197 d","Kepler-197",1.150,,15.67756112,8.11000000000e+02,,6004.00,"2014-03",0.119400
"Kepler-197 d","Kepler-197",,,15.67750191,,,5963.52,"2014-03",
"Kepler-197 d","Kepler-197",,,15.67754660,,,5963.52,"2014-03",
"Kepler-197 d","Kepler-197",1.244,,15.67787000,,,5963.52,"2014-03",
"Kepler-197 d","Kepler-197",1.150,,15.67756112,8.11000000000e+02,,6004.00,"2014-03",0.119400
"Kepler-197 d","Kepler-197",1.500,,,,,5945.00,"2014-03",
"K2-183 d","K2-183",2.300,,22.62034400,,,5482.00,"2018-03",
"K2-183 d","K2-183",2.541,,22.62949600,,,5482.00,"2018-03",
"K2-183 d","K2-183",5.200,,22.63020000,,,,"2018-03",
"K2-183 d","K2-183",2.860,,22.63196400,6.15000000000e+02,,5519.00,"2018-03",0.152700
"K2-183 d","K2-183",17.400,,22.63459400,,,,"2018-03",
"K2-187 e","K2-187",2.380,,13.60987800,6.98000000000e+02,,5484.00,"2018-03",0.110600
"K2-187 e","K2-187",2.255,,13.60834100,,,5477.00,"2018-03",
"K2-187 e","K2-187",2.690,,13.60496000,,,,"2018-03",
"K2-187 e","K2-187",1.900,,13.60662900,,,5438.00,"2018-03",
"K2-187 e","K2-187",2.500,,13.60851100,,,,"2018-03",
"K2-187 c","K2-187",1.400,,2.87151200,,,5438.00,"2018-03",
"K2-187 c","K2-187",1.701,,2.87178800,,,5477.00,"2018-03",
"K2-187 c","K2-187",1.800,,2.87204200,1.17300000000e+03,,5484.00,"2018-03",0.039200
"K2-187 c","K2-187",1.800,,2.87134800,,,,"2018-03",
"K2-187 c","K2-187",1.900,,2.87162000,,,,"2018-03",
"K2-270 b","K2-270",1.500,,1.54304100,,,,"2018-12",
"K2-270 b","K2-270",1.300,,1.54345200,,,,"2018-12",
"K2-270 b","K2-270",1.380,,1.54306900,1.20300000000e+03,,4877.00,"2018-12",0.024700
"Kepler-184 d","Kepler-184",,,29.02252305,,,5437.21,"2014-03",
"Kepler-184 d","Kepler-184",2.416,,29.02235261,,,5530.00,"2014-03",0.176680
"Kepler-184 d","Kepler-184",2.497,,,,,5530.00,"2014-03",
"Kepler-184 d","Kepler-184",2.800,,29.02235261,,,5699.00,"2014-03",
"Kepler-184 d","Kepler-184",2.800,,29.02277000,5.67000000000e+02,,5817.00,"2014-03",0.183000
"Kepler-184 d","Kepler-184",2.530,,29.02235261,5.63000000000e+02,,5783.00,"2014-03",0.176500
"Kepler-184 d","Kepler-184",,,29.02300000,,,,"2014-03",
"Kepler-184 d","Kepler-184",,,29.02235217,,,5437.21,"2014-03",
"Kepler-184 d","Kepler-184",,,29.02231937,,,5437.21,"2014-03",
"Kepler-184 d","Kepler-184",2.530,,29.02235261,5.63000000000e+02,,5783.00,"2014-03",0.176500
"Kepler-184 d","Kepler-184",2.530,,29.02235261,5.63000000000e+02,,5783.00,"2014-03",0.176500
"Kepler-184 d","Kepler-184",2.490,,29.02235800,,,5788.00,"2014-03",0.179000
"Kepler-184 d","Kepler-184",2.550,,29.02235217,5.59000000000e+02,,5788.00,"2014-03",0.177000
"Kepler-257 d","Kepler-257",,,24.66439398,,,4972.00,"2014-03",
"Kepler-257 d","Kepler-257",4.200,,24.66454000,4.98000000000e+02,,5058.00,"2014-03",0.150000
"Kepler-257 d","Kepler-257",5.340,,24.66461416,5.67000000000e+02,,5188.00,"2014-03",0.158200
"Kepler-257 d","Kepler-257",5.670,,24.66459711,5.68000000000e+02,,5188.00,"2014-03",0.158200
"Kepler-257 d","Kepler-257",,,24.66461416,,,4972.00,"2014-03",
"Kepler-257 d","Kepler-257",5.670,,24.66459711,5.68000000000e+02,,5188.00,"2014-03",0.158200
"Kepler-257 d","Kepler-257",4.664,,24.66459711,,,5118.00,"2014-03",0.161090
"Kepler-257 d","Kepler-257",4.690,,24.66459711,,,5209.00,"2014-03",
"Kepler-257 d","Kepler-257",4.950,,24.66455100,,,5180.00,"2014-03",0.160000
"Kepler-257 d","Kepler-257",5.670,,24.66459711,5.68000000000e+02,,5188.00,"2014-03",0.158200
"Kepler-257 d","Kepler-257",,,24.66454505,,,4972.00,"2014-03",
"K2-280 b","K2-280",8.500,,19.89526800,,,,"2018-12",
"K2-280 b","K2-280",7.500,37.10000,19.89526000,7.87000000000e+02,,5500.00,"2018-12",0.146100
"K2-280 b","K2-280",7.670,,19.89520200,7.44000000000e+02,,5742.00,"2018-12",0.148800
"K2-280 b","K2-280",5.555,,19.89464100,,,5767.00,"2018-12",
"K2-280 b","K2-280",8.010,,19.89531000,,,,"2018-12",
"K2-381 c","K2-381",2.058,,16.03505400,,,4661.00,"2022-03",
"K2-381 c","K2-381",2.050,,16.03430000,,,,"2022-03",
"K2-381 c","K2-381",,,16.03820000,,,4710.00,"2022-03",
"K2-381 c","K2-381",2.000,,16.03847400,,,,"2022-03",
"K2-381 c","K2-381",2.000,,16.03465600,,,4473.00,"2022-03",
"Kepler-222 c","Kepler-222",4.576,,10.08879697,,,5315.00,"2014-03",0.089310
"Kepler-222 c","Kepler-222",4.555,,,,,5315.00,"2014-03",
"Kepler-222 c","Kepler-222",,,10.08879895,,,5154.00,"2014-03",
"Kepler-222 c","Kepler-222",,,10.08880336,,,5154.00,"2014-03",
"Kepler-222 c","Kepler-222",4.400,,10.08881300,6.94000000000e+02,,5342.00,"2014-03",0.087000
"Kepler-222 c","Kepler-222",,,10.08881066,,,5154.00,"2014-03",
"Kepler-222 c","Kepler-222",4.640,,10.08881000,,,5433.00,"2014-03",0.091000
"Kepler-222 c","Kepler-222",4.810,,10.08879697,7.34000000000e+02,,5431.00,"2014-03",0.089800
"Kepler-222 c","Kepler-222",4.810,,10.08879697,7.34000000000e+02,,5431.00,"2014-03",0.089800
"Kepler-222 c","Kepler-222",4.810,,10.08879697,7.34000000000e+02,,5431.00,"2014-03",0.089800
"Kepler-222 c","Kepler-222",4.750,,10.08879697,,,5295.00,"2014-03",
"Kepler-222 c","Kepler-222",4.710,,10.08881066,7.34000000000e+02,,5431.00,"2014-03",0.089800
"HATS-36 b","HATS-36",13.843,1022.14128,4.17523870,1.35600000000e+03,"G0 V",6149.00,"2018-03",0.054250
"HATS-36 b","HATS-36",12.920,,4.17518600,1.20300000000e+03,,5950.00,"2018-03",0.052300
"HATS-36 b","HATS-36",13.400,,4.17518700,,,,"2018-03",
"HATS-36 b","HATS-36",12.770,,4.17523500,,,,"2018-03",
"Kepler-229 b","Kepler-229",2.200,,6.25297200,,,5120.00,"2014-03",0.062000
"Kepler-229 b","Kepler-229",2.288,,6.25296490,,,5002.00,"2014-03",0.061900
"Kepler-229 b","Kepler-229",2.410,,6.25296490,7.82000000000e+02,,5126.00,"2014-03",0.062100
"Kepler-229 b","Kepler-229",2.410,,6.25296490,7.82000000000e+02,,5126.00,"2014-03",0.062100
"Kepler-229 b","Kepler-229",2.245,,,,,5002.00,"2014-03",
"Kepler-229 b","Kepler-229",2.100,,6.25294800,7.55000000000e+02,,5099.00,"2014-03",0.062000
"Kepler-229 b","Kepler-229",,,6.25301549,,,4881.00,"2014-03",
"Kepler-229 b","Kepler-229",2.410,,6.25296490,7.82000000000e+02,,5126.00,"2014-03",0.062100
"Kepler-229 b","Kepler-229",,,6.25298062,,,4881.00,"2014-03",
"Kepler-229 b","Kepler-229",2.650,,6.25296225,8.23000000000e+02,,5031.00,"2014-03",0.061700
"Kepler-229 b","Kepler-229",2.490,,6.25296490,,,5014.00,"2014-03",
"Kepler-229 b","Kepler-229",,,6.25296225,,,4881.00,"2014-03",
"K2-222 b","K2-222",2.350,8.70000,15.38857000,8.71000000000e+02,,5942.00,"2018-03",0.120600
"K2-222 b","K2-222",2.100,,15.38679600,,,,"2018-03",
"K2-222 b","K2-222",2.390,,15.38706300,8.01000000000e+02,,6058.00,"2018-03",0.121100
"K2-222 b","K2-222",2.223,,15.38882500,,,5934.00,"2018-03",
"K2-222 b","K2-222",2.538,,15.38866066,7.79171243749e+02,,6101.00,"2018-03",
"K2-214 b","K2-214",2.216,,8.59653100,,,5768.00,"2018-03",
"K2-214 b","K2-214",2.500,,8.59672400,,,,"2018-03",
"K2-214 b","K2-214",2.600,,8.59627000,,,,"2018-03",
"K2-214 b","K2-214",2.430,,8.59680200,1.00600000000e+03,,5854.00,"2018-03",0.083400
"K2-220 b","K2-220",2.390,,13.68325600,7.58000000000e+02,,5660.00,"2018-03",0.110400
"K2-220 b","K2-220",2.300,,13.68303800,,,,"2018-03",
"K2-220 b","K2-220",2.215,,13.68251100,,,5599.00,"2018-03",
"K2-220 b","K2-220",2.620,,13.68275000,,,,"2018-03",
"K2-216 b","K2-216",1.630,,2.17482900,,,,"2018-03",
