pl_name,hostname,pl_rade,pl_masse,pl_orbper,pl_eqt,st_spectype,st_teff,disc_pubdate,pl_orbsmax
"Kepler-1839 b","Kepler-1839",1.949,,5.05675983,,,5926.00,"2022-02",
"Kepler-1839 b","Kepler-1839",,,5.05661302,,,5633.00,"2022-02",
"Kepler-1839 b","Kepler-1839",1.190,,5.05661845,1.04900000000e+03,,5926.00,"2022-02",0.058300
"Kepler-1249 b","Kepler-1249",2.672,,,,,6099.00,"2016-05",
"Kepler-1249 b","Kepler-1249",1.820,,24.33471270,6.47000000000e+02,,6091.00,"2016-05",0.167000
"Kepler-1249 b","Kepler-1249",,,24.33449390,,,6023.00,"2016-05",
"Kepler-1249 b","Kepler-1249",,,24.33387278,,,6023.00,"2016-05",
"Kepler-1249 b","Kepler-1249",1.820,,24.33471270,6.47000000000e+02,,6091.00,"2016-05",0.167000
"Kepler-1249 b","Kepler-1249",2.380,,24.33471270,,,6202.00,"2016-05",
"Kepler-1249 b","Kepler-1249",1.820,,24.33471270,6.47000000000e+02,,6091.00,"2016-05",0.167000
"Kepler-1249 b","Kepler-1249",2.000,,24.33556000,6.45000000000e+02,,6086.00,"2016-05",0.168000
"Kepler-1249 b","Kepler-1249",1.740,,24.33449390,6.47000000000e+02,,6091.00,"2016-05",0.167000
"Kepler-1249 b","Kepler-1249",,,24.33445859,,,6023.00,"2016-05",
"Kepler-1840 b","Kepler-1840",,,131.18713889,,,4679.82,"2022-02",
"Kepler-1840 b","Kepler-1840",2.010,,131.18970000,2.63000000000e+02,,4835.00,"2022-02",0.448000
"Kepler-1840 b","Kepler-1840",2.340,,131.18792100,2.84000000000e+02,,4898.00,"2022-02",0.464400
"Kepler-1840 b","Kepler-1840",2.550,,131.18771100,2.49000000000e+02,,4696.00,"2022-02",0.447100
"Kepler-1840 b","Kepler-1840",2.550,,131.18771100,2.49000000000e+02,,4696.00,"2022-02",0.447100
"Kepler-1840 b","Kepler-1840",,,131.18792100,,,4679.82,"2022-02",
"Kepler-1840 b","Kepler-1840",2.778,,131.19000240,,,4898.00,"2022-02",
"Kepler-1840 b","Kepler-1840",2.922,,131.18771100,,,4838.00,"2022-02",0.462060
"Kepler-1840 b","Kepler-1840",2.550,,131.18771100,2.49000000000e+02,,4696.00,"2022-02",0.447100
"Kepler-1715 b","Kepler-1715",2.980,,35.59713982,6.13000000000e+02,,6210.00,"2022-02",0.219300
"Kepler-1715 b","Kepler-1715",2.980,,35.59713982,6.13000000000e+02,,6210.00,"2022-02",0.219300
"Kepler-1715 b","Kepler-1715",4.140,,35.59730148,,,6212.00,"2022-02",
"Kepler-1715 b","Kepler-1715",,,35.59696840,,,6033.33,"2022-02",
"Kepler-1715 b","Kepler-1715",3.720,,35.59696840,6.46000000000e+02,,6212.00,"2022-02",0.217800
"Kepler-1715 b","Kepler-1715",2.980,,35.59713982,6.13000000000e+02,,6210.00,"2022-02",0.219300
"Kepler-1715 b","Kepler-1715",3.150,,35.59743000,6.43000000000e+02,,6323.00,"2022-02",0.227000
"Kepler-1715 b","Kepler-1715",,,35.59718657,,,6033.33,"2022-02",
"Kepler-1715 b","Kepler-1715",3.798,,35.59713982,,,6237.00,"2022-02",0.224290
"Kepler-1841 b","Kepler-1841",1.580,,25.88612900,5.77000000000e+02,,5506.00,"2022-02",0.160400
"Kepler-1841 b","Kepler-1841",1.489,,25.88599968,,,5190.00,"2022-02",
"Kepler-1841 b","Kepler-1841",,,25.88593970,,,5315.00,"2022-02",
"Kepler-1841 b","Kepler-1841",1.660,,25.88593970,5.42000000000e+02,,5190.00,"2022-02",0.160600
"Kepler-1841 b","Kepler-1841",1.580,,25.88612900,5.77000000000e+02,,5506.00,"2022-02",0.160400
"Kepler-1841 b","Kepler-1841",1.780,,25.88898000,5.76000000000e+02,,5495.00,"2022-02",0.162000
"Kepler-1841 b","Kepler-1841",,,25.88648226,,,5315.00,"2022-02",
"Kepler-1841 b","Kepler-1841",1.580,,25.88612900,5.77000000000e+02,,5506.00,"2022-02",0.160400
"Kepler-1250 b","Kepler-1250",,,2.60752757,,,5690.00,"2016-05",
"Kepler-1250 b","Kepler-1250",2.070,,2.60754516,1.43100000000e+03,,6147.00,"2016-05",0.039300
"Kepler-1250 b","Kepler-1250",,,2.60754516,,,5690.00,"2016-05",
"Kepler-1250 b","Kepler-1250",1.900,,2.60755000,1.34100000000e+03,,6059.00,"2016-05",0.038000
"Kepler-1250 b","Kepler-1250",2.190,,2.60754383,1.44400000000e+03,,6173.00,"2016-05",0.039400
"Kepler-1250 b","Kepler-1250",2.190,,2.60754383,1.44400000000e+03,,6173.00,"2016-05",0.039400
"Kepler-1250 b","Kepler-1250",2.190,,2.60754383,1.44400000000e+03,,6173.00,"2016-05",0.039400
"Kepler-1250 b","Kepler-1250",1.920,,2.60754383,,,5717.00,"2016-05",
"Kepler-1250 b","Kepler-1250",2.811,,,,,6166.00,"2016-05",
"Kepler-389 b","Kepler-389",1.920,,3.24421800,1.02200000000e+03,,5174.00,"2014-03",0.042000
"Kepler-389 b","Kepler-389",,,3.24417541,,,5104.00,"2014-03",
"Kepler-389 b","Kepler-389",1.510,,3.24410700,,,5376.00,"2014-03",0.041000
"Kepler-389 b","Kepler-389",1.580,,3.24416463,1.04900000000e+03,,5380.00,"2014-03",0.040200
"Kepler-389 b","Kepler-389",1.423,,,,,5072.00,"2014-03",
"Kepler-389 b","Kepler-389",1.840,,3.24417541,1.04700000000e+03,,5094.00,"2014-03",0.040100
"Kepler-389 b","Kepler-389",1.570,,3.24416463,,,5205.00,"2014-03",
"Kepler-389 b","Kepler-389",,,3.24412688,,,5104.00,"2014-03",
"Kepler-389 b","Kepler-389",1.331,,3.24416463,,,5072.00,"2014-03",0.039250
"Kepler-389 b","Kepler-389",1.580,,3.24416463,1.04900000000e+03,,5380.00,"2014-03",0.040200
"Kepler-389 b","Kepler-389",1.580,,3.24416463,1.04900000000e+03,,5380.00,"2014-03",0.040200
"Kepler-161 c","Kepler-161",1.870,11.80000,7.06400000,,,,"2014-03",
"Kepler-161 c","Kepler-161",2.370,,7.06425202,7.69000000000e+02,,5076.00,"2014-03",0.067700
"Kepler-161 c","Kepler-161",1.960,,7.06425644,7.43000000000e+02,,5079.00,"2014-03",0.067200
"Kepler-161 c","Kepler-161",1.960,,7.06425644,7.43000000000e+02,,5079.00,"2014-03",0.067200
"Kepler-161 c","Kepler-161",1.987,,7.06425644,,,5108.00,"2014-03",0.068370
"Kepler-161 c","Kepler-161",2.050,,7.06424000,,,5078.00,"2014-03",0.068000
"Kepler-161 c","Kepler-161",2.000,,7.06427100,7.22000000000e+02,,5058.00,"2014-03",0.066000
"Kepler-161 c","Kepler-161",2.110,,7.06425644,,,5147.00,"2014-03",
"Kepler-161 c","Kepler-161",,,7.06426677,,,4992.00,"2014-03",
"Kepler-161 c","Kepler-161",1.960,,7.06425644,7.43000000000e+02,,5079.00,"2014-03",0.067200
"Kepler-161 c","Kepler-161",,,7.06425202,,,4992.00,"2014-03",
"Kepler-161 c","Kepler-161",2.238,,,,,5108.00,"2014-03",
"Kepler-1842 b","Kepler-1842",2.660,,14.02634692,8.22000000000e+02,,5970.00,"2022-02",0.116000
"Kepler-1842 b","Kepler-1842",2.340,,14.02635723,8.22000000000e+02,,5970.00,"2022-02",0.116000
"Kepler-1842 b","Kepler-1842",,,14.02634692,,,5578.00,"2022-02",
"Kepler-1842 b","Kepler-1842",2.200,,14.02625000,8.09000000000e+02,,5908.00,"2022-02",0.113000
"Kepler-1842 b","Kepler-1842",,,14.02633933,,,5578.00,"2022-02",
"Kepler-1842 b","Kepler-1842",2.354,,14.02639961,,,5970.00,"2022-02",
"Kepler-1842 b","Kepler-1842",2.340,,14.02635723,8.22000000000e+02,,5970.00,"2022-02",0.116000
"Kepler-1842 b","Kepler-1842",2.340,,14.02635723,8.22000000000e+02,,5970.00,"2022-02",0.116000
"Kepler-1843 b","Kepler-1843",1.990,,25.54004000,7.70000000000e+02,,5490.00,"2022-02",0.168000
"Kepler-1843 b","Kepler-1843",2.505,,25.54342890,,,5372.00,"2022-02",0.178710
"Kepler-1843 b","Kepler-1843",1.920,,25.54342890,7.70000000000e+02,,5491.00,"2022-02",0.166000
"Kepler-1843 b","Kepler-1843",2.709,,25.54339981,,,5422.00,"2022-02",
"Kepler-1843 b","Kepler-1843",,,25.54391678,,,5281.70,"2022-02",
"Kepler-1843 b","Kepler-1843",1.920,,25.54342890,7.70000000000e+02,,5491.00,"2022-02",0.166000
"Kepler-1843 b","Kepler-1843",2.110,,25.54337040,7.72000000000e+02,,5422.00,"2022-02",0.171000
"Kepler-1843 b","Kepler-1843",,,25.54337040,,,5281.70,"2022-02",
"Kepler-1843 b","Kepler-1843",1.920,,25.54342890,7.70000000000e+02,,5491.00,"2022-02",0.166000
"Kepler-1251 b","Kepler-1251",,,45.09092010,,,5558.20,"2016-05",
"Kepler-1251 b","Kepler-1251",2.473,,,,,5798.00,"2016-05",
"Kepler-1251 b","Kepler-1251",1.840,,45.09046430,,,5545.00,"2016-05",
"Kepler-1251 b","Kepler-1251",1.960,,45.08870000,4.75000000000e+02,,5753.00,"2016-05",0.245000
"Kepler-1251 b","Kepler-1251",1.860,,45.09046430,4.87000000000e+02,,5790.00,"2016-05",0.247800
"Kepler-1251 b","Kepler-1251",1.860,,45.09046430,4.87000000000e+02,,5790.00,"2016-05",0.247800
"Kepler-1251 b","Kepler-1251",,,45.09041544,,,5558.20,"2016-05",
"Kepler-1251 b","Kepler-1251",2.440,,45.09092010,4.87000000000e+02,,5790.00,"2016-05",0.247800
"Kepler-1251 b","Kepler-1251",,,45.09105680,,,5558.20,"2016-05",
"Kepler-1251 b","Kepler-1251",1.860,,45.09046430,4.87000000000e+02,,5790.00,"2016-05",0.247800
"Kepler-1252 b","Kepler-1252",1.440,,15.05398860,6.65000000000e+02,,5475.00,"2016-05",0.107800
"Kepler-1252 b","Kepler-1252",1.670,,15.05403290,,,5949.00,"2016-05",
"Kepler-1252 b","Kepler-1252",1.400,,15.05417000,7.09000000000e+02,,5518.00,"2016-05",0.113000
"Kepler-1252 b","Kepler-1252",1.606,,,,,5463.00,"2016-05",
"Kepler-1252 b","Kepler-1252",,,15.05374004,,,5642.00,"2016-05",
"Kepler-1252 b","Kepler-1252",1.270,,15.05403290,6.65000000000e+02,,5475.00,"2016-05",0.107800
"Kepler-1252 b","Kepler-1252",1.270,,15.05403290,6.65000000000e+02,,5475.00,"2016-05",0.107800
"Kepler-1252 b","Kepler-1252",1.270,,15.05403290,6.65000000000e+02,,5475.00,"2016-05",0.107800
"Kepler-1252 b","Kepler-1252",,,15.05398860,,,5642.00,"2016-05",
"Kepler-1253 b","Kepler-1253",1.330,,68.88619150,,,5850.00,"2016-05",
"Kepler-1253 b","Kepler-1253",1.250,,68.88619150,4.78000000000e+02,,5995.00,"2016-05",0.309400
"Kepler-1253 b","Kepler-1253",,,68.88610170,,,5670.58,"2016-05",
"Kepler-1253 b","Kepler-1253",1.250,,68.88619150,4.78000000000e+02,,5995.00,"2016-05",0.309400
"Kepler-1253 b","Kepler-1253",1.400,,68.88810000,4.85000000000e+02,,6044.00,"2016-05",0.332000
"Kepler-1253 b","Kepler-1253",,,68.88621944,,,5670.58,"2016-05",
"Kepler-1253 b","Kepler-1253",1.470,,68.88610170,5.01000000000e+02,,5753.00,"2016-05",0.313300
"Kepler-1253 b","Kepler-1253",1.826,,68.88619150,,,5711.00,"2016-05",0.314440
"Kepler-1253 b","Kepler-1253",,,68.88687825,,,5670.58,"2016-05",
"Kepler-1253 b","Kepler-1253",1.250,,68.88619150,4.78000000000e+02,,5995.00,"2016-05",0.309400
"Kepler-1253 b","Kepler-1253",1.788,,,,,5711.00,"2016-05",
"Kepler-1254 b","Kepler-1254",1.540,,9.99113313,6.79000000000e+02,,5130.00,"2016-05",0.084000
"Kepler-1254 b","Kepler-1254",1.550,,9.99113313,,,4985.00,"2016-05",
"Kepler-1254 b","Kepler-1254",1.540,,9.99113313,6.79000000000e+02,,5130.00,"2016-05",0.084000
"Kepler-1254 b","Kepler-1254",1.464,,,,,4826.00,"2016-05",
"Kepler-1254 b","Kepler-1254",,,9.99115241,,,4898.13,"2016-05",
"Kepler-1254 b","Kepler-1254",1.680,,9.99115241,6.60000000000e+02,,4838.00,"2016-05",0.083300
"Kepler-1254 b","Kepler-1254",,,9.99093781,,,4898.13,"2016-05",
"Kepler-1254 b","Kepler-1254",1.540,,9.99113313,6.79000000000e+02,,5130.00,"2016-05",0.084000
"Kepler-1254 b","Kepler-1254",1.570,,9.99124000,6.79000000000e+02,,5115.00,"2016-05",0.083000
"Kepler-118 b","Kepler-118",1.343,,,,,5057.00,"2014-03",
"Kepler-118 b","Kepler-118",1.670,,7.51849479,8.61000000000e+02,,5275.00,"2014-03",0.071500
"Kepler-118 b","Kepler-118",1.420,,7.51854537,7.84000000000e+02,,5064.00,"2014-03",0.070100
"Kepler-118 b","Kepler-118",1.670,,7.51849479,8.61000000000e+02,,5275.00,"2014-03",0.071500
"Kepler-118 b","Kepler-118",1.410,,7.51849479,,,5234.00,"2014-03",
"Kepler-118 b","Kepler-118",1.960,,7.51849600,,,5274.00,"2014-03",0.073000
"Kepler-118 b","Kepler-118",1.670,,7.51849479,8.61000000000e+02,,5275.00,"2014-03",0.071500
"Kepler-118 b","Kepler-118",1.300,,7.51866000,7.75000000000e+02,,5181.00,"2014-03",0.069000
"Kepler-118 b","Kepler-118",,,7.51854537,,,5109.00,"2014-03",
"Kepler-118 b","Kepler-118",,,7.51842012,,,5109.00,"2014-03",
"Kepler-163 b","Kepler-163",1.050,,7.81104673,8.70000000000e+02,,5772.00,"2014-03",0.077100
"Kepler-163 b","Kepler-163",1.050,,7.81104673,8.70000000000e+02,,5772.00,"2014-03",0.077100
"Kepler-163 b","Kepler-163",1.360,,7.81100952,9.06000000000e+02,,5395.00,"2014-03",0.073900
"Kepler-163 b","Kepler-163",1.156,,,,,5390.00,"2014-03",
"Kepler-163 b","Kepler-163",1.040,,7.81101000,8.47000000000e+02,,5736.00,"2014-03",0.076000
"Kepler-163 b","Kepler-163",1.150,,7.81104673,,,5705.00,"2014-03",
"Kepler-163 b","Kepler-163",,,7.81100952,,,5410.90,"2014-03",
"Kepler-163 b","Kepler-163",1.050,,7.81093700,,,5776.00,"2014-03",0.078000
"Kepler-163 b","Kepler-163",,,7.81104769,,,5410.90,"2014-03",
"Kepler-163 b","Kepler-163",1.050,,7.81104673,8.70000000000e+02,,5772.00,"2014-03",0.077100
"Kepler-1255 b","Kepler-1255",2.020,,36.29193360,5.72000000000e+02,,6168.00,"2016-05",0.217100
"Kepler-1255 b","Kepler-1255",2.628,,,,,5847.00,"2016-05",
"Kepler-1255 b","Kepler-1255",2.320,,36.29193360,,,6018.00,"2016-05",
"Kepler-1255 b","Kepler-1255",2.020,,36.29193360,5.72000000000e+02,,6168.00,"2016-05",0.217100
"Kepler-1255 b","Kepler-1255",1.980,,36.29290000,5.84000000000e+02,,6180.00,"2016-05",0.221000
"Kepler-1255 b","Kepler-1255",,,36.29010600,,,5924.00,"2016-05",
"Kepler-1255 b","Kepler-1255",,,36.29201700,,,5924.00,"2016-05",
"Kepler-1255 b","Kepler-1255",2.020,,36.29193360,5.72000000000e+02,,6168.00,"2016-05",0.217100
"Kepler-1255 b","Kepler-1255",,,36.29231790,,,5924.00,"2016-05",
"Kepler-1255 b","Kepler-1255",3.100,,36.29201700,6.94000000000e+02,,5843.00,"2016-05",0.222600
"Kepler-137 c","Kepler-137",2.150,,18.73575579,5.80000000000e+02,,5343.00,"2014-03",0.133700
"Kepler-137 c","Kepler-137",,,18.73577127,,,5265.00,"2014-03",
"Kepler-137 c","Kepler-137",2.150,,18.73575579,5.80000000000e+02,,5343.00,"2014-03",0.133700
"Kepler-137 c","Kepler-137",1.880,,18.73575300,,,5187.00,"2014-03",0.130000
"Kepler-137 c","Kepler-137",2.259,,18.73575579,,,5237.00,"2014-03",0.130860
"Kepler-137 c","Kepler-137",2.100,,18.73577127,5.68000000000e+02,,5188.00,"2014-03",0.128900
"Kepler-137 c","Kepler-137",2.258,,,,,5237.00,"2014-03",
"Kepler-137 c","Kepler-137",2.150,,18.73575579,5.80000000000e+02,,5343.00,"2014-03",0.133700
"Kepler-137 c","Kepler-137",2.210,,18.73572100,5.97000000000e+02,,5348.00,"2014-03",0.134000
"Kepler-137 c","Kepler-137",2.130,,18.73575579,,,5268.00,"2014-03",
"Kepler-137 c","Kepler-137",,,18.73574869,,,5265.00,"2014-03",
"Kepler-1256 b","Kepler-1256",1.547,,12.41277540,,,5994.00,"2016-05",0.107330
"Kepler-1256 b","Kepler-1256",1.490,,12.41277540,,,6129.00,"2016-05",
"Kepler-1256 b","Kepler-1256",1.370,,12.41301000,9.73000000000e+02,,6438.00,"2016-05",0.111000
"Kepler-1256 b","Kepler-1256",1.400,,12.41277540,9.72000000000e+02,,6453.00,"2016-05",0.109700
"Kepler-1256 b","Kepler-1256",1.598,,,,,5994.00,"2016-05",
"Kepler-1256 b","Kepler-1256",1.400,,12.41277540,9.72000000000e+02,,6453.00,"2016-05",0.109700
"Kepler-1256 b","Kepler-1256",,,12.41286840,,,6089.85,"2016-05",
"Kepler-1256 b","Kepler-1256",,,12.41285180,,,6089.85,"2016-05",
"Kepler-1256 b","Kepler-1256",1.400,,12.41277540,9.72000000000e+02,,6453.00,"2016-05",0.109700
"Kepler-1256 b","Kepler-1256",1.500,,12.41285180,9.33000000000e+02,,5945.00,"2016-05",0.106300
"Kepler-1844 b","Kepler-1844",1.920,,3.92452160,1.07700000000e+03,,5787.00,"2022-02",0.047800
"Kepler-1844 b","Kepler-1844",3.036,,3.92451000,,,5776.00,"2022-02",
"Kepler-1844 b","Kepler-1844",1.920,,3.92452160,1.07700000000e+03,,5787.00,"2022-02",0.047800
"Kepler-1844 b","Kepler-1844",,,3.92453009,,,5633.00,"2022-02",
"Kepler-1844 b","Kepler-1844",1.920,,3.92452160,1.07700000000e+03,,5787.00,"2022-02",0.047800
"Kepler-1844 b","Kepler-1844",1.820,,3.92453009,1.07400000000e+03,,5776.00,"2022-02",0.047800
"Kepler-1844 b","Kepler-1844",1.330,,3.92458000,8.87000000000e+02,,5558.00,"2022-02",0.048000
"Kepler-1845 b","Kepler-1845",,,11.60653061,,,4836.97,"2022-02",
"Kepler-1845 b","Kepler-1845",1.880,,11.60653061,5.84000000000e+02,,4703.00,"2022-02",0.088500
"Kepler-1845 b","Kepler-1845",2.210,,11.60656196,6.06000000000e+02,,4960.00,"2022-02",0.092100
"Kepler-1845 b","Kepler-1845",2.040,,11.60658000,5.88000000000e+02,,4937.00,"2022-02",0.091000
"Kepler-1845 b","Kepler-1845",2.210,,11.60656196,6.06000000000e+02,,4960.00,"2022-02",0.092100
"Kepler-1845 b","Kepler-1845",2.438,,11.60649967,,,4703.00,"2022-02",
"Kepler-1845 b","Kepler-1845",2.210,,11.60656196,6.06000000000e+02,,4960.00,"2022-02",0.092100
"Kepler-1257 b","Kepler-1257",1.550,,2.66831376,1.25200000000e+03,,5806.00,"2016-05",0.037600
"Kepler-1257 b","Kepler-1257",1.550,,2.66831376,1.25200000000e+03,,5806.00,"2016-05",0.037600
"Kepler-1257 b","Kepler-1257",1.421,,,,,5822.00,"2016-05",
"Kepler-1257 b","Kepler-1257",,,2.66831274,,,5371.03,"2016-05",
"Kepler-1257 b","Kepler-1257",,,2.66828119,,,5371.03,"2016-05",
"Kepler-1257 b","Kepler-1257",1.550,,2.66831376,1.25200000000e+03,,5806.00,"2016-05",0.037600
"Kepler-1257 b","Kepler-1257",1.480,,2.66831274,1.25200000000e+03,,5806.00,"2016-05",0.037600
"Kepler-1257 b","Kepler-1257",1.440,,2.66836200,1.23000000000e+03,,5782.00,"2016-05",0.037000
"Kepler-1257 b","Kepler-1257",1.520,,2.66831376,,,5502.00,"2016-05",
"Kepler-1258 b","Kepler-1258",0.840,,0.98494017,1.84600000000e+03,,6060.00,"2016-05",0.019400
"Kepler-1258 b","Kepler-1258",0.997,,0.98494017,,,5627.00,"2016-05",0.018240
"Kepler-1258 b","Kepler-1258",,,0.98494490,,,5761.02,"2016-05",
"Kepler-1258 b","Kepler-1258",0.840,,0.98494017,1.84600000000e+03,,6060.00,"2016-05",0.019400
"Kepler-1258 b","Kepler-1258",1.000,,,,,5627.00,"2016-05",
"Kepler-1258 b","Kepler-1258",0.950,,0.98493800,1.85600000000e+03,,6069.00,"2016-05",0.020000
"Kepler-1258 b","Kepler-1258",1.490,,0.98494167,2.33500000000e+03,,5825.00,"2016-05",0.020100
"Kepler-1258 b","Kepler-1258",0.860,,0.98494017,,,5839.00,"2016-05",
"Kepler-1258 b","Kepler-1258",,,0.98494167,,,5761.02,"2016-05",
"Kepler-1258 b","Kepler-1258",0.840,,0.98494017,1.84600000000e+03,,6060.00,"2016-05",0.019400
"Kepler-1259 b","Kepler-1259",1.480,,0.66308526,1.70100000000e+03,,5166.00,"2016-05",0.014200
"Kepler-1259 b","Kepler-1259",1.480,,0.66308526,1.70100000000e+03,,5166.00,"2016-05",0.014200
"Kepler-1259 b","Kepler-1259",1.600,,0.66308536,1.68100000000e+03,,5172.00,"2016-05",0.014100
"Kepler-1259 b","Kepler-1259",1.430,,0.66308526,,,5053.00,"2016-05",
"Kepler-1259 b","Kepler-1259",1.816,,,,,5172.00,"2016-05",
"Kepler-1259 b","Kepler-1259",1.320,,0.66309830,1.58900000000e+03,,5099.00,"2016-05",0.014000
"Kepler-1259 b","Kepler-1259",1.480,,0.66308526,1.70100000000e+03,,5166.00,"2016-05",0.014200
"Kepler-1259 b","Kepler-1259",,,0.66308651,,,5100.00,"2016-05",
"Kepler-1259 b","Kepler-1259",,,0.66308536,,,5100.00,"2016-05",
"Kepler-1260 b","Kepler-1260",1.450,,19.11877530,6.73000000000e+02,,5923.00,"2016-05",0.130500
"Kepler-1260 b","Kepler-1260",,,19.11893509,,,5775.00,"2016-05",
"Kepler-1260 b","Kepler-1260",1.450,,19.11877530,6.73000000000e+02,,5923.00,"2016-05",0.130500
"Kepler-1260 b","Kepler-1260",,,19.11874250,,,5775.00,"2016-05",
"Kepler-1260 b","Kepler-1260",2.928,,,,,5864.00,"2016-05",
"Kepler-1260 b","Kepler-1260",1.770,,19.11877530,,,5961.00,"2016-05",
"Kepler-1260 b","Kepler-1260",1.570,,19.11850000,6.94000000000e+02,,5999.00,"2016-05",0.141000
"Kepler-1260 b","Kepler-1260",,,19.11870340,,,5775.00,"2016-05",
"Kepler-1260 b","Kepler-1260",1.450,,19.11877530,6.73000000000e+02,,5923.00,"2016-05",0.130500
"Kepler-1260 b","Kepler-1260",2.330,,19.11874250,8.23000000000e+02,,5862.00,"2016-05",0.144400
"Kepler-164 e","Kepler-164",3.790,,94.88576800,4.62000000000e+02,,6353.00,"2023-05",0.418200
"Kepler-164 e","Kepler-164",4.240,,94.88690200,4.29000000000e+02,,5888.00,"2023-05",0.402500
"Kepler-164 e","Kepler-164",3.398,,94.88576800,,,5923.00,"2023-05",0.412140
"Kepler-164 e","Kepler-164",4.002,,94.88649750,,,5888.00,"2023-05",
"Kepler-164 e","Kepler-164",3.790,,94.88576800,4.62000000000e+02,,6353.00,"2023-05",0.418200
"Kepler-164 e","Kepler-164",,,94.90049708,,,6095.00,"2023-05",
"Kepler-164 e","Kepler-164",3.100,,94.87800000,4.50000000000e+02,,6361.00,"2023-05",0.427000
"Kepler-164 e","Kepler-164",3.790,,94.88576800,4.62000000000e+02,,6353.00,"2023-05",0.418200
"Kepler-164 e","Kepler-164",,,94.88690200,,,6095.00,"2023-05",
"Kepler-1716 b","Kepler-1716",2.300,,35.58355458,4.03000000000e+02,,4741.00,"2022-02",0.185500
"Kepler-1716 b","Kepler-1716",,,35.58059621,,,4813.46,"2022-02",
"Kepler-1716 b","Kepler-1716",2.277,,35.58355458,,,4816.00,"2022-02",0.188360
"Kepler-1716 b","Kepler-1716",2.300,,35.58355458,4.03000000000e+02,,4741.00,"2022-02",0.185500
"Kepler-1716 b","Kepler-1716",,,35.58349688,,,4813.46,"2022-02",
"Kepler-1716 b","Kepler-1716",2.425,,35.58100128,,,4894.00,"2022-02",
"Kepler-1716 b","Kepler-1716",2.030,,35.58349688,4.08000000000e+02,,4894.00,"2022-02",0.191600
"Kepler-1716 b","Kepler-1716",2.300,,35.58355458,4.03000000000e+02,,4741.00,"2022-02",0.185500
"Kepler-1716 b","Kepler-1716",2.140,,35.58944000,3.92000000000e+02,,4789.00,"2022-02",0.188000
"Kepler-1261 b","Kepler-1261",,,48.43114985,,,4865.55,"2016-05",
"Kepler-1261 b","Kepler-1261",2.410,,48.43089910,4.09000000000e+02,,5136.00,"2016-05",0.249000
"Kepler-1261 b","Kepler-1261",2.519,,,,,4880.00,"2016-05",
"Kepler-1261 b","Kepler-1261",,,48.43130030,,,4865.55,"2016-05",
"Kepler-1261 b","Kepler-1261",2.410,,48.43089910,4.09000000000e+02,,5136.00,"2016-05",0.249000
"Kepler-1261 b","Kepler-1261",2.780,,48.43130030,3.96000000000e+02,,4891.00,"2016-05",0.239000
"Kepler-1261 b","Kepler-1261",2.260,,48.43089910,,,5006.00,"2016-05",
"Kepler-1261 b","Kepler-1261",,,48.43135602,,,4865.55,"2016-05",
"Kepler-1261 b","Kepler-1261",2.410,,48.43089910,4.09000000000e+02,,5136.00,"2016-05",0.249000
"Kepler-1261 b","Kepler-1261",2.300,,48.43080000,3.95000000000e+02,,5046.00,"2016-05",0.235000
"Kepler-390 b","Kepler-390",0.790,,6.73811219,,,5270.00,"2014-03",
"Kepler-390 b","Kepler-390",0.780,,6.73811219,7.86000000000e+02,,5168.00,"2014-03",0.064700
"Kepler-390 b","Kepler-390",,,6.73808701,,,5174.86,"2014-03",
"Kepler-390 b","Kepler-390",0.780,,6.73811219,7.86000000000e+02,,5168.00,"2014-03",0.064700
"Kepler-390 b","Kepler-390",,,6.73805583,,,5174.86,"2014-03",
"Kepler-390 b","Kepler-390",0.730,,6.73808701,7.86000000000e+02,,5168.00,"2014-03",0.064700
"Kepler-390 b","Kepler-390",0.822,,6.73811219,,,5128.00,"2014-03",0.064500
"Kepler-390 b","Kepler-390",0.820,,6.73808800,,,5166.00,"2014-03",0.065000
"Kepler-390 b","Kepler-390",0.775,,,,,5128.00,"2014-03",
"Kepler-390 b","Kepler-390",0.780,,6.73811219,7.86000000000e+02,,5168.00,"2014-03",0.064700
"Kepler-390 b","Kepler-390",0.840,,6.73801900,7.90000000000e+02,,5309.00,"2014-03",0.066000
"Kepler-1846 b","Kepler-1846",0.960,,14.82005960,5.52000000000e+02,,4825.00,"2022-02",0.108900
"Kepler-1846 b","Kepler-1846",3.020,,14.82022000,9.47000000000e+02,,4852.00,"2022-02",0.115000
"Kepler-1846 b","Kepler-1846",0.990,,14.82004540,5.56000000000e+02,,4832.00,"2022-02",0.108700
"Kepler-1846 b","Kepler-1846",0.990,,14.82004540,5.56000000000e+02,,4832.00,"2022-02",0.108700
"Kepler-1846 b","Kepler-1846",1.019,,14.82004540,,,4885.00,"2022-02",0.110540
"Kepler-1846 b","Kepler-1846",1.764,,14.82009983,,,4825.00,"2022-02",
"Kepler-1846 b","Kepler-1846",0.990,,14.82004540,5.56000000000e+02,,4832.00,"2022-02",0.108700
"Kepler-1846 b","Kepler-1846",,,14.82005960,,,4895.16,"2022-02",
"Kepler-1846 b","Kepler-1846",,,14.82025900,,,4895.16,"2022-02",
"Kepler-1685 b","Kepler-1685",3.070,,20.49040290,6.25000000000e+02,,5681.00,"2021-07",0.148500
"Kepler-1685 b","Kepler-1685",,,20.49054658,,,5484.00,"2021-07",
"Kepler-1685 b","Kepler-1685",3.070,,20.49040290,6.25000000000e+02,,5681.00,"2021-07",0.148500
